gs_long,counts,condition
Reep5,5818706.57699125,Turbo_N
Arhgef2,23541453.4238098,Turbo_N
Elavl2,1853748.41095687,Turbo_N
Elavl3,1846709.94550184,Turbo_N
Eps15l1,194297655.97085,Turbo_N
Vdac2,20061558.5542431,Turbo_N
Vdac3,6757261.72045782,Turbo_N
Vdac1,41173938.4997056,Turbo_N
Tbc1d1,289121.254542127,Turbo_N
Kpna1,364374.249646947,Turbo_N
Papss1,1075734.81128597,Turbo_N
Styx,3381.02607244022,Turbo_N
Rbbp4,749569.37602001,Turbo_N
Rbbp7,87524.8315774321,Turbo_N
Xiap,169403.247719421,Turbo_N
Ppp2r5c,8673230.02918964,Turbo_N
Gng7,1216456.30013554,Turbo_N
Asns,2557767.29430445,Turbo_N
Tmpo,3707464.06749392,Turbo_N
Hars1,4062267.38182648,Turbo_N
Pak3,6398691.57467018,Turbo_N
Tsc2,2981014.63639495,Turbo_N
Dvl3,2103355.47662973,Turbo_N
Ei24,352676.78546238,Turbo_N
Adam9,205920.986861322,Turbo_N
Ppm1g,743075.520732155,Turbo_N
Cdc37,23239997.7103149,Turbo_N
Ksr1,3389061.11504144,Turbo_N
Abcb7,761728.389115705,Turbo_N
Gbp4,485438.778353168,Turbo_N
Shc3,8177085.81446038,Turbo_N
Astn1,42662844.2347635,Turbo_N
Bcar1,11321278.6711964,Turbo_N
Spin1,144085.723178762,Turbo_N
Psen2,52845.9827059719,Turbo_N
Ppp2r5e,1255936.79002366,Turbo_N
Fadd,2739.89433937777,Turbo_N
Map4k2,74516.6565429692,Turbo_N
Slc9a1,7193489.95698032,Turbo_N
Mapre1,55686378.3452635,Turbo_N
Prdx2,53685938.4171747,Turbo_N
Tsg101,1095740.45480414,Turbo_N
Hcfc1,12999896.379378,Turbo_N
Rgl2,422107.588605151,Turbo_N
Pik3c2a,992294.772788451,Turbo_N
Pafah1b3,270540.044487965,Turbo_N
Pafah1b2,6744469.34494652,Turbo_N
Arhgef1,383101.14341984,Turbo_N
Dyrk1a,344558.703085436,Turbo_N
Nell2,207804.679970855,Turbo_N
Snta1,7375346.0424968,Turbo_N
Sntb2,804756.373809728,Turbo_N
Igbp1,44283955.2914178,Turbo_N
Soat1,136849.789114937,Turbo_N
Acvr1b,304623.530917112,Turbo_N
Abcd2,279091.025295313,Turbo_N
Cacna1e,7385457.68195226,Turbo_N
Lamb2,928.167055069363,Turbo_N
Ctnna2,61341984.6979226,Turbo_N
Apc,35304138.5575956,Turbo_N
Hspa4,86401797.0828912,Turbo_N
Arnt2,261643.334300508,Turbo_N
Slc6a3,1006573.7036648,Turbo_N
Cntn2,679893.776499093,Turbo_N
Bcap29,7195.64157722587,Turbo_N
Bcap31,492396.177050867,Turbo_N
Bcan,17237633.6680879,Turbo_N
Ift88,95946.4339552772,Turbo_N
Cox7a2l,118459.023035847,Turbo_N
Pcolce,16070.0828348123,Turbo_N
Hras,18545167.1171462,Turbo_N
Clcn4,900443.937961044,Turbo_N
Kcna4,1029514.06682638,Turbo_N
Hadh,1435372.02660662,Turbo_N
Znf638,205522.621634526,Turbo_N
Smarcd1,89203.4429785226,Turbo_N
Plpp1,449923.696711992,Turbo_N
Msi1,15268.1623540526,Turbo_N
Pde1a,4639523.57139568,Turbo_N
Alcam,1894999.47906262,Turbo_N
Trim25,49397.0589521651,Turbo_N
Erbb4,3386238.19045406,Turbo_N
Glg1,33034.6075937954,Turbo_N
Ewsr1,275241.841348821,Turbo_N
Snap91,849285505.115163,Turbo_N
Fscn1,70171228.5870249,Turbo_N
Fdxr,1021305.9749946,Turbo_N
Fxr1,2442188.21815045,Turbo_N
Gpam,21132.9197261722,Turbo_N
Ktn1,17600016.4943765,Turbo_N
Gdi2,129474553.294425,Turbo_N
Arhgdib,1051884.33009342,Turbo_N
Slc20a1,357366.372603656,Turbo_N
Grid2,374400.204471759,Turbo_N
Grik5,45983.1764640575,Turbo_N
Grid1,522551.166084188,Turbo_N
Pacsin1,16316039.7124589,Turbo_N
Ddx19a,4405796.83874277,Turbo_N
Ddx5,37164585.0514935,Turbo_N
Hira,1040.34279064897,Turbo_N
Slc29a2,117584.169984677,Turbo_N
Atrx,105663.406591631,Turbo_N
Hsph1,57891658.399338,Turbo_N
Elavl4,11105878.9824042,Turbo_N
Il1rap,217681.314591768,Turbo_N
Mrps31,1326366.49022473,Turbo_N
Cd47,521959.587697677,Turbo_N
Itga6,145928.557935173,Turbo_N
Eif2b4,415942.994041863,Turbo_N
Znf354a,3301.83206288979,Turbo_N
Phgdh,9468066.7853867,Turbo_N
Kif5b,25859948.4672691,Turbo_N
Kif3b,1951418.51678782,Turbo_N
Epha7,915817.209435901,Turbo_N
Lasp1,191921208.574253,Turbo_N
Lrrn1,9251.98406872807,Turbo_N
Pdcd4,54017.5079242756,Turbo_N
Mrc1,11178.3479129368,Turbo_N
Mapk10,6619188.37009055,Turbo_N
Fgfr3,104866.558381893,Turbo_N
Myh10,644973.67586391,Turbo_N
Mog,8096812.72152884,Turbo_N
Kcna6,1006866.87203888,Turbo_N
Npm1,964937.430794528,Turbo_N
Nnt,2596527.59845537,Turbo_N
Pcbp2,48212010.4271215,Turbo_N
Cep131,39641.6486086178,Turbo_N
Pea15,1145188.70822132,Turbo_N
Vcan,538804.252902268,Turbo_N
Map3k7,403861.510978653,Turbo_N
Prkci,361844.174230099,Turbo_N
Plcg1,907810.371001993,Turbo_N
Pick1,5212373.73304865,Turbo_N
Pon2,23787.1387302006,Turbo_N
Ddx3y,439667.881597967,Turbo_N
Prkd1,41222.3987359127,Turbo_N
Dlg4,32206809.8453739,Turbo_N
Jak2,45652.6196327784,Turbo_N
Ptpn14,1681.26152639948,Turbo_N
Ptprr,745479.061276446,Turbo_N
Aldh1a2,424572.77602267,Turbo_N
Dag1,946223.499944321,Turbo_N
Ddx3x,32446354.2719938,Turbo_N
Ralbp1,1662281.35280848,Turbo_N
Sema4a,1060769.92566816,Turbo_N
Sema4b,178312.646662546,Turbo_N
Ssr4,772375.19156299,Turbo_N
Dpysl3,183112748.034357,Turbo_N
Snrpc,29478.947664502,Turbo_N
Sos1,1560244.61373752,Turbo_N
Spa17,3841.51163240307,Turbo_N
Sall3,165398.490457112,Turbo_N
Sptbn1,105970508.12123,Turbo_N
Syp,32971654.0665817,Turbo_N
Tspan7,26491.0631857842,Turbo_N
Taf6,7857.75556496865,Turbo_N
Tgoln1,94393.3961727097,Turbo_N
Trim28,10190374.4481306,Turbo_N
Tsn,452665.405659113,Turbo_N
Tfrc,2364791.32027768,Turbo_N
Snrnp70,195927.557001734,Turbo_N
Supt6h,14713.7439835427,Turbo_N
Tpd52,5019110.70192391,Turbo_N
Irak1,NA,Turbo_N
Speg,374752.459647392,Turbo_N
Epha6,105990.22393999,Turbo_N
Ppp1r13b,9172956.53537382,Turbo_N
Sorbs1,176143022.54145,Turbo_N
Dbnl,74905295.1012258,Turbo_N
Sh3gl1,268375830.517135,Turbo_N
Sh3gl2,95624182.1566272,Turbo_N
Sh3gl3,12212372.8306563,Turbo_N
Ndufa4,2057778.75685116,Turbo_N
Cstb,4110330.99413408,Turbo_N
Smad2,680950.030303686,Turbo_N
Ndrg1,7889081.9490547,Turbo_N
Nptx1,1166477.48127133,Turbo_N
Fkbp3,1772498.19449093,Turbo_N
Eif4g2,39964219.2855699,Turbo_N
Vat1,8140829.85943463,Turbo_N
Coch,8887.88597502917,Turbo_N
Zyx,36283378.6407643,Turbo_N
Ptp4a1,547745.280353917,Turbo_N
Ppp3r1,189263.539827392,Turbo_N
Mapk3,1935363.54562395,Turbo_N
Nup62,903763.022967117,Turbo_N
Map2k2,3014735.72431869,Turbo_N
Mef2d,286992.789570507,Turbo_N
Kcnc3,856689.753213951,Turbo_N
Rab34,57188.9389333386,Turbo_N
Crk,368137.753608066,Turbo_N
Raly,2219174.05824366,Turbo_N
Mcf2l,1048810.54758835,Turbo_N
Gdpd5,1289484.87329295,Turbo_N
Hepacam,5251477.6698254,Turbo_N
Spr,4258278.90101395,Turbo_N
Maoa,8444809.38278746,Turbo_N
Pik3r3,6802.65420835339,Turbo_N
Sema4c,374704.376034338,Turbo_N
Ces1e,22320.5114357327,Turbo_N
Agtpbp1,220998.761415103,Turbo_N
Actr3b,5328612.3862532,Turbo_N
Sf1,15542732.4350114,Turbo_N
Surf4,481711.382081665,Turbo_N
Stxbp2,19166.4196642483,Turbo_N
Myo6,123077013.069248,Turbo_N
Syn2,324170425.752347,Turbo_N
Tbr1,1108.52421222355,Turbo_N
Sqstm1,4336429.20094454,Turbo_N
Aktip,522522.89159465,Turbo_N
Fkbp5,756174.462384366,Turbo_N
Atp7a,4423734.7571484,Turbo_N
Hspe1,1096114.88671551,Turbo_N
Atp4a,166018.980066191,Turbo_N
Sord,1425615.23608568,Turbo_N
Ca4,NA,Turbo_N
Ptprj,5260110.6652133,Turbo_N
Ptprd,3124776.38610279,Turbo_N
Top2b,1286031.34634889,Turbo_N
Ptpn13,380532.277581053,Turbo_N
Tpp2,16214595.1698621,Turbo_N
Gk,507192.715558051,Turbo_N
Atp2a3,138362.822078114,Turbo_N
Sdc3,130032.659362788,Turbo_N
Guk1,107281.876908292,Turbo_N
Gpd2,21995507.284797,Turbo_N
Srm,4753179.27265994,Turbo_N
Ugt8,3357782.80493101,Turbo_N
St8sia3,43695.2711989121,Turbo_N
Plk4,34596.1183092474,Turbo_N
Vcl,12007593.0926958,Turbo_N
Cr1l,2052251.67790609,Turbo_N
Gart,6654614.28967868,Turbo_N
Wapl,58907.8744134979,Turbo_N
Eif3j2,5575587.87064372,Turbo_N
Rbm12b2,1636.72734205279,Turbo_N
TCAIM,43292.5998278786,Turbo_N
Map3k10,7412586.35751046,Turbo_N
Cbarp,12505836.0264964,Turbo_N
Plekhg5,64708.5915413718,Turbo_N
Slc13a5,477626.269194073,Turbo_N
Sbno1,213394.934984746,Turbo_N
Grm7,2656675.26248169,Turbo_N
Tent4b,256007122.492781,Turbo_N
Crtc1,13098640.2331005,Turbo_N
Rab3ip,207985.353653482,Turbo_N
Grm4,541270.357624515,Turbo_N
Begain,166954654.143387,Turbo_N
Rapgefl1,3022.12392440043,Turbo_N
Cltc,184770624.731439,Turbo_N
Kiaa1549,21471340.8358938,Turbo_N
Atg9a,1065470.51489757,Turbo_N
Ripor1,1211040.2529214,Turbo_N
Sanbr,322713.005710725,Turbo_N
Git1,202325620.070421,Turbo_N
Pkp4,20714568.1279018,Turbo_N
Galk2,4457.3345943169,Turbo_N
Ahcyl2,11473527.7381078,Turbo_N
Mars1,7012360.9861479,Turbo_N
Elfn2,44438285.8376579,Turbo_N
Peak1,8726752.59237074,Turbo_N
Brsk2,22595177.0996069,Turbo_N
Gba2,574529.040689386,Turbo_N
Arhgap23,4306049.85260088,Turbo_N
Sh3rf1,169188.877783862,Turbo_N
Prex1,11334067.4471624,Turbo_N
Nlgn2,40534417.0900144,Turbo_N
Fgd6,14264.8207362466,Turbo_N
Pnkd,547248.951545052,Turbo_N
Myorg,17298.9089953482,Turbo_N
Hectd1,337726.772392373,Turbo_N
Sv2c,1051358.49285028,Turbo_N
Hbs1l,678263.412315634,Turbo_N
Kazn,2713060.21336136,Turbo_N
Thsd7a,10289422.7075616,Turbo_N
Ehbp1,52528072.2663084,Turbo_N
Morc2a,31075.2213671495,Turbo_N
Ablim3,30201057.9935166,Turbo_N
Tmcc1,1040791.06856121,Turbo_N
Macf1,188336.918077216,Turbo_N
Ltn1,16503.3052968741,Turbo_N
Pds5a,43379.7343519202,Turbo_N
Swap70,23996076.2725635,Turbo_N
N4bp1,1671307.31198314,Turbo_N
Fam189a1,1766644.75662298,Turbo_N
Atrnl1,101759.669169017,Turbo_N
Cep170,194572981.169954,Turbo_N
Cdc5l,211743.030135347,Turbo_N
Togaram1,973647.572851248,Turbo_N
Znf629,63567.3332026746,Turbo_N
Secisbp2l,2883.23095865038,Turbo_N
Larp4b,161391.88514864,Turbo_N
FAM120A,11891371.340654,Turbo_N
Rftn1,56754.1205552699,Turbo_N
Cyp4x1,8466.871742665,Turbo_N
Usp7,16440490.1996901,Turbo_N
Arhgap21,66556860.1101121,Turbo_N
Ncoa7,12218633.1572182,Turbo_N
C9orf72,1059031.75301552,Turbo_N
Nop58,96541.7753470413,Turbo_N
Antxr2,2251.25508601831,Turbo_N
Brinp2,30811.115969609,Turbo_N
Nol4l,40009.6855708431,Turbo_N
Megf10,23780.0993726891,Turbo_N
Wls,32023.9900996954,Turbo_N
Carmil1,9378044.38803583,Turbo_N
Slc25a23,1122568.86619766,Turbo_N
Scap,33883.7526220224,Turbo_N
Nomo1,2033290.07463635,Turbo_N
Insyn2b,32810.8007430972,Turbo_N
Btbd11,1251159.78989351,Turbo_N
Nckap5l,59947.7537923734,Turbo_N
Anks6,16554.2141726166,Turbo_N
Kdsr,1289303.10286563,Turbo_N
Ralgapa1,4492335.31690599,Turbo_N
Hecw2,3178856.64933399,Turbo_N
Ephx4,31072.7390274089,Turbo_N
Tmem132e,300503.890795758,Turbo_N
Arhgap20,330035.555322931,Turbo_N
Krt77,NA,Turbo_N
Krt72,3008024.32340854,Turbo_N
Krt87,3303.09596313427,Turbo_N
Panx2,15096252.1659433,Turbo_N
Gpsm1,1813002.61599471,Turbo_N
Cltb,3196276.92654002,Turbo_N
Exoc3,13997883.4891885,Turbo_N
Mvb12b,1928007.166076,Turbo_N
KRT80,1175213.70711057,Turbo_N
Dgkb,7630968.51494069,Turbo_N
Fam135a,580436.67642906,Turbo_N
Fbxo41,4994139.92070495,Turbo_N
Gpr17,NA,Turbo_N
Retreg2,1736438.74361853,Turbo_N
G6pc3,60239.7934408867,Turbo_N
Npepl1,9209.28511644885,Turbo_N
Fam149b1,10573.9727006304,Turbo_N
Sphkap,3211892.78124034,Turbo_N
Dusp23,16103.6250677373,Turbo_N
Rragb,2447538.04539412,Turbo_N
Wdcp,55686.8488316845,Turbo_N
U2surp,5161866.50485136,Turbo_N
Wdr44,14334316.1908333,Turbo_N
Ocrl,55355106.4598617,Turbo_N
Helb,6179.89851688079,Turbo_N
Cpsf6,1850355.92744887,Turbo_N
Lpcat4,1389579.64871382,Turbo_N
Ift122,60176.2395414423,Turbo_N
Rprd2,853576.53746983,Turbo_N
Wwc2,3907101.02796682,Turbo_N
Znf532,166054.992578432,Turbo_N
Dpp10,2235489.78739177,Turbo_N
Asic1,724582.78146482,Turbo_N
Szrd1,340370.175089691,Turbo_N
Sec23ip,4174437.75692241,Turbo_N
Zc3h11a,3077.57830600406,Turbo_N
Eif4g1,26721023.631569,Turbo_N
Ptpdc1,124182.666212504,Turbo_N
Soga3,18663733.0866437,Turbo_N
Hdac4,10532320.6884713,Turbo_N
Rbm26,88637.2962756599,Turbo_N
Marchf1,32514.5959966255,Turbo_N
Xpnpep1,6578501.92552191,Turbo_N
Sez6l,23637.4453568733,Turbo_N
Ppp2r2a,23741174.050846,Turbo_N
Ankle2,3855233.46785765,Turbo_N
Psd2,562047.423998471,Turbo_N
Inpp4b,5479004.34279548,Turbo_N
Tnpo3,495743.310893179,Turbo_N
Ppp4r3a,177993.063996302,Turbo_N
Nsd3,56615.9689192938,Turbo_N
Bckdhb,1171323.48662415,Turbo_N
Nudt16,71408.648510161,Turbo_N
Znf280c,58772.9110577905,Turbo_N
Sik3,7243206.09224739,Turbo_N
Ints1,3723.80903308931,Turbo_N
Atg2a,925177.415943323,Turbo_N
Snx19,841637.02017446,Turbo_N
Snrnp200,2537878.94803821,Turbo_N
Fam222b,74731.5939484176,Turbo_N
Abcf1,1231413.54599447,Turbo_N
Inppl1,1052608.87749538,Turbo_N
Dhx57,138516.28132256,Turbo_N
Smchd1,108652.09433814,Turbo_N
Uggt1,826059.895795849,Turbo_N
Gga2,146008.551249041,Turbo_N
Dgkq,2718349.38892096,Turbo_N
Slc39a10,3025311.03674616,Turbo_N
Ttyh3,903548.812843116,Turbo_N
Xpo1,1984655.44764562,Turbo_N
Mapk4,NA,Turbo_N
Nes,1098.28619743333,Turbo_N
Nwd2,2971210.3403124,Turbo_N
Polr2m,2892893.44579946,Turbo_N
Spred3,99956.7764056046,Turbo_N
Pcnp,7806085.28788396,Turbo_N
Snx6,2733601.04646297,Turbo_N
Caskin1,268368519.122597,Turbo_N
Nrxn3,2418756.36123576,Turbo_N
Fam126a,101102.682307648,Turbo_N
Fkbp15,7436434.51145663,Turbo_N
Oxsr1,2099835.82376857,Turbo_N
Arhgef18,1255165.00620609,Turbo_N
Mtss2,60171266.6556489,Turbo_N
Smarcd3,1177194.07544578,Turbo_N
Atl2,378502.363604811,Turbo_N
Bcr,28263341.3087633,Turbo_N
Garem2,7184.38239700265,Turbo_N
Prmt8,6906106.16633254,Turbo_N
Dennd5a,320256.255830486,Turbo_N
Prkab2,848260.146236794,Turbo_N
Klhdc10,6510.03981257868,Turbo_N
Gapvd1,21233296.3341265,Turbo_N
Herc4,271274.210067052,Turbo_N
Ptpn23,7085638.60361822,Turbo_N
Lrpprc,2223843.27545558,Turbo_N
Ano8,1256744.47190646,Turbo_N
Pcdhb14,275744.348246572,Turbo_N
Galnt2,36190.9760653908,Turbo_N
Papolg,4383.62987314442,Turbo_N
Ints6,1467.63044622561,Turbo_N
Ttbk1,1981855.80123596,Turbo_N
Mff,24249519.2640258,Turbo_N
Iqce,1809.91465848057,Turbo_N
Rgma,35080.1182891109,Turbo_N
Ppp2r5a,5020629.30045717,Turbo_N
Ip6k1,99296.4487985688,Turbo_N
Shb,5229272.19578636,Turbo_N
Ankrd13d,2577777.36139269,Turbo_N
Pigs,202660.879164596,Turbo_N
Ppp2r5b,2176945.08107632,Turbo_N
Trak1,72615.5041855501,Turbo_N
Rundc3b,1539203.05939183,Turbo_N
Mfsd4a,2862.66489570734,Turbo_N
Smarcc2,736385.847371062,Turbo_N
Phldb1,691434.830431155,Turbo_N
Ecpas,467126.318616845,Turbo_N
Mindy2,775528.578089443,Turbo_N
Cachd1,8701.36806311673,Turbo_N
Fbxo42,1456592.95184521,Turbo_N
Dync1li2,21584772.9241821,Turbo_N
Mylk,26525.9325735841,Turbo_N
Chd4,408212.820986171,Turbo_N
Sarm1,1210037.55545177,Turbo_N
Ado,2312916.69416737,Turbo_N
Snrnp40,1158511.51862251,Turbo_N
Prrt3,9682063.04186374,Turbo_N
Abhd10,207541.49602983,Turbo_N
Gpatch2l,89036.4731480916,Turbo_N
Mob4,1254.03469936174,Turbo_N
Ctif,565195.772015376,Turbo_N
Gramd2b,NA,Turbo_N
Mapre3,15264388.3800429,Turbo_N
Wipf2,7853732.66305383,Turbo_N
Pik3c3,2509400.98278259,Turbo_N
Dlgap3,18824441.2667407,Turbo_N
Nup98,213343.377071387,Turbo_N
Tmeff1,68180.9616232243,Turbo_N
Tra2a,258184.288483337,Turbo_N
Nyap1,268999.973874264,Turbo_N
Rimkla,430953.516593143,Turbo_N
Naa50,814853.324774998,Turbo_N
Smarca1,26197.1956294525,Turbo_N
Dhx29,603319.472771361,Turbo_N
Slc6a7,5035285.81028512,Turbo_N
Morn4,413671.62487394,Turbo_N
Med16,19112.470465512,Turbo_N
Exoc8,13924066.0784807,Turbo_N
Jpt2,2477840.38641238,Turbo_N
Washc2,34637667.6333889,Turbo_N
Dclk2,19999555.8648226,Turbo_N
Erc2,59753066.7281898,Turbo_N
Rab35,4438233.9976109,Turbo_N
Naa35,1155292.4460922,Turbo_N
Snx13,312901.407663419,Turbo_N
Camk2d,1865235.56116296,Turbo_N
Kcnip4,219846.238253448,Turbo_N
Atp1a3,805338281.089967,Turbo_N
Atp1a2,95777045.2315741,Turbo_N
Nfrkb,97498.6223408558,Turbo_N
Nudcd1,527674.111448547,Turbo_N
FJL45252,990416.423797629,Turbo_N
Rhbdf1,850425.238435345,Turbo_N
Dmxl1,976306.100861865,Turbo_N
Muc19,NA,Turbo_N
Atp2b4,30388760.4405837,Turbo_N
Rictor,963628.789186941,Turbo_N
Gnas,6551977.80834582,Turbo_N
Poli,6209.58292138407,Turbo_N
Ppp1r9b,99471904.3211199,Turbo_N
Magi1,49755443.6809999,Turbo_N
Fam120b,50243.2111223672,Turbo_N
Flrt1,460223.049514389,Turbo_N
Cenpe,306492.955874009,Turbo_N
Krit1,2180.70554421147,Turbo_N
Tbpl2,9519.06512370712,Turbo_N
Vkorc1l1,683429.470085847,Turbo_N
Myh14,57597.1589195635,Turbo_N
Sdk2,3124086.44961424,Turbo_N
Ccdc88c,2321.93785119354,Turbo_N
Ift172,75478.9299676055,Turbo_N
Ranbp10,320875.934310872,Turbo_N
Wdfy3,503449.246436843,Turbo_N
Ntrk3,5110074.25224722,Turbo_N
Npr2,302286.191067734,Turbo_N
Dagla,6949769.94671486,Turbo_N
Kctd12,10594075.7743635,Turbo_N
Slc44a1,6506.98341367154,Turbo_N
Tacc1,9380427.3625835,Turbo_N
Gigyf2,619976.978932141,Turbo_N
Sbf1,9177731.89328619,Turbo_N
Tiam2,4576477.89109556,Turbo_N
Tex2,11939668.9520102,Turbo_N
Ube2o,16114603.2880454,Turbo_N
Zfyve28,117503.993036968,Turbo_N
Pitpnm2,4719975.81946585,Turbo_N
Kcnt1,265019.611880897,Turbo_N
Smpd4,491454.654472299,Turbo_N
Klhl9,249725.312211159,Turbo_N
Kifbp,936602.418190578,Turbo_N
Kdm3b,NA,Turbo_N
Zc3h4,106463.047863446,Turbo_N
Fnbp4,70853.5701983712,Turbo_N
Cnot1,1506448.97149092,Turbo_N
Efr3b,7790494.05912886,Turbo_N
Taok2,539208.667107432,Turbo_N
Cand1,22411333.4700012,Turbo_N
Larp1,11360177.5099039,Turbo_N
Cand2,32365.7024611164,Turbo_N
Arhgap26,2649976.49509954,Turbo_N
Kdm1a,85644.2527317413,Turbo_N
Igsf3,956113.373188171,Turbo_N
Ppip5k2,791550.45645953,Turbo_N
Nup188,210125.04337732,Turbo_N
Mlec,1224105.0358056,Turbo_N
Acap2,13038985.3801509,Turbo_N
Rps9,3340846.95565273,Turbo_N
Syne2,1461459.0223455,Turbo_N
Ppp2r2b,501756.214696692,Turbo_N
Syne1,934493.989271224,Turbo_N
Rps27,2588129.13209217,Turbo_N
Rpl10,19369856.0755922,Turbo_N
Rpl35,18168.6138942003,Turbo_N
Eif2s1,8133231.16116583,Turbo_N
Rps27l,833191.747213189,Turbo_N
Akap9,49757.637897952,Turbo_N
Synm,2451262.09870132,Turbo_N
Dpy19l3,78552.1013512614,Turbo_N
Tln2,65810960.3934603,Turbo_N
Cspg5,4305323.62250308,Turbo_N
Fpr,NA,Turbo_N
Kyat3,356775.718692822,Turbo_N
Tmem132d,95732.2282591878,Turbo_N
Ssh1,667604.709478194,Turbo_N
Sema6d,299364.356015705,Turbo_N
Fhod3,35078.8360254174,Turbo_N
Mindy1,1104831.48034662,Turbo_N
Ppp2r1a,44804740.6255958,Turbo_N
Stambpl1,8664997.25106391,Turbo_N
Mvb12a,134680.368095304,Turbo_N
Atp5mk,4229059.92549274,Turbo_N
Apool,331237.805761906,Turbo_N
Fbxo22,866538.924315696,Turbo_N
Ubfd1,3169082.15703927,Turbo_N
Ccdc25,547105.621746331,Turbo_N
Snd1,5015427.21260355,Turbo_N
Ostc,644141.095897555,Turbo_N
Nap1l4,10986527.4683709,Turbo_N
Mtch1,7706808.47171804,Turbo_N
Mtch2,19266952.4225921,Turbo_N
Picalm,45189778.9864068,Turbo_N
C6,36055.9073187203,Turbo_N
Abhd17b,188977.997707653,Turbo_N
Asap2,15691579.2550107,Turbo_N
Cyfip1,4744699.02889414,Turbo_N
Fcsk,179058.638766659,Turbo_N
Plppr4,91404308.0472561,Turbo_N
Ndufa12,2611849.20333389,Turbo_N
Syncrip,7744114.40682091,Turbo_N
Tubb2a,521283510.426281,Turbo_N
Wdr91,281314.602924072,Turbo_N
Abcg2,274861.276397489,Turbo_N
Fastkd5,4142.920331568,Turbo_N
Ciao3,32721.0913925271,Turbo_N
Huwe1,2251487.81663297,Turbo_N
Smap2,16825514.9322386,Turbo_N
Celf6,65179.5833652984,Turbo_N
Casd1,34299.4625114376,Turbo_N
Syt16,47739.4248394553,Turbo_N
Cpeb4,1073166.69628896,Turbo_N
Cpeb3,6537373.95329252,Turbo_N
Glra2,96311.8850602292,Turbo_N
Inpp5a,481253.175964339,Turbo_N
Doc2a,535409.172459838,Turbo_N
Eml2,2476116.31067086,Turbo_N
Nphp3,6833.2550417396,Turbo_N
Trim46,1360177.54940822,Turbo_N
Arhgef4,87420.7445041718,Turbo_N
Micos10,NA,Turbo_N
Asic4,357808.312682512,Turbo_N
Tlcd3b,2680.82075597735,Turbo_N
Plppr3,83770825.8163257,Turbo_N
Ints3,21341.5699471918,Turbo_N
Fam185a,191348.707760704,Turbo_N
Robo2,58589342.6343559,Turbo_N
Mycbp2,597717.882534201,Turbo_N
Prrc2b,942771.214213628,Turbo_N
Fsd1,9149823.38723509,Turbo_N
Mtmr10,25197.3147318589,Turbo_N
Shprh,37770.284143616,Turbo_N
Actn1,14967951.8500847,Turbo_N
C2cd5,1974083.8713995,Turbo_N
Dzip3,182628.425422345,Turbo_N
Mybbp1a,8815.70885224643,Turbo_N
Nexn,527834.846279091,Turbo_N
Lnpk,2445930.62827434,Turbo_N
Igsf1,50716.826130424,Turbo_N
Gpatch2,98761.0119752699,Turbo_N
Tppp,134054609.174319,Turbo_N
Maco1,96269.2070091239,Turbo_N
Fbxo10,2596804.02659135,Turbo_N
Amph,280814141.591998,Turbo_N
Plekha6,8355688.65048648,Turbo_N
Atxn2l,27663940.9805807,Turbo_N
Otub1,16309192.9849957,Turbo_N
Abtb2,204074.079598255,Turbo_N
Ccdc93,523662.897071476,Turbo_N
Itpkc,80016.3687348892,Turbo_N
Prrc2a,29535719.2647668,Turbo_N
Dsg1b,2693662.60598654,Turbo_N
Lrrc75a,125395.966611275,Turbo_N
Phkb,2167887.53407113,Turbo_N
Tmem94,522557.289000281,Turbo_N
Znf12,13283.9380988333,Turbo_N
Ppp6r1,5410003.98822579,Turbo_N
Map6,4019959085.06988,Turbo_N
Lats2,NA,Turbo_N
Sez6,77471.9715238735,Turbo_N
Pcdh8,1901142.81410329,Turbo_N
Pdpr,432087.059523915,Turbo_N
Ube2q1,501031.801516141,Turbo_N
Kirrel2,300812.667533349,Turbo_N
Pgm2,534333.579323452,Turbo_N
Adgra3,4118.77841801829,Turbo_N
Elp1,3563753.94951128,Turbo_N
Rragd,842853.61778441,Turbo_N
Cdc42bpb,8753651.37635812,Turbo_N
KRT77,8053868.32882958,Turbo_N
Ahcyl1,293961531.582446,Turbo_N
Mib1,478932.113621853,Turbo_N
Sytl5,1449211.53407807,Turbo_N
Gabbr2,37921953.9904814,Turbo_N
Gpr101,216080.59536736,Turbo_N
Csmd3,260589.86065952,Turbo_N
Mtmr12,39989.2215114144,Turbo_N
Epg5,769183.115457808,Turbo_N
Vat1l,35356262.5960273,Turbo_N
Rpap1,58171.2453415093,Turbo_N
Sipa1l2,1416118.4409367,Turbo_N
Lrrc7,108266679.37634,Turbo_N
Pcdh19,26448051.2120938,Turbo_N
Lrfn2,1127362.72364002,Turbo_N
Erbin,3688152.53638363,Turbo_N
Gramd1b,916241.229640408,Turbo_N
Cadps,289275854.436858,Turbo_N
Kiaa1107,136306087.003666,Turbo_N
Ppm1e,9947171.42444704,Turbo_N
Adcy2,1100319.36946439,Turbo_N
Phf24,23565034.4177719,Turbo_N
Mon2,18650352.2187254,Turbo_N
R3hdm2,1101627.92762929,Turbo_N
Nisch,5005129.73890253,Turbo_N
Dnajc16,632560.43270221,Turbo_N
Zdhhc17,85524.5329543036,Turbo_N
Nav3,5404006.55862445,Turbo_N
Cyld,61493941.8059009,Turbo_N
Plekhm2,181448.120790072,Turbo_N
Adgrl1,10247654.911542,Turbo_N
Adgrl3,1826673.60235864,Turbo_N
