gs_long,counts,condition
Chm,NA,Turbo3_A
Acss2,NA,Turbo3_A
Apbb1,NA,Turbo3_A
Copg2,NA,Turbo3_A
Kif21b,NA,Turbo3_A
Kif21a,NA,Turbo3_A
Jmy,NA,Turbo3_A
Plec,NA,Turbo3_A
Dbn1,NA,Turbo3_A
Spry2,NA,Turbo3_A
Slc7a8,NA,Turbo3_A
Jag1,33759.3958876034,Turbo3_A
Ehd3,28099891.3552024,Turbo3_A
Macf1,NA,Turbo3_A
Naa10,NA,Turbo3_A
Vapb,NA,Turbo3_A
Nup210,NA,Turbo3_A
Tomm40,NA,Turbo3_A
Clic4,NA,Turbo3_A
Add3,NA,Turbo3_A
Add2,NA,Turbo3_A
Add1,NA,Turbo3_A
Pcnx1,NA,Turbo3_A
Golga5,NA,Turbo3_A
Ndrg3,NA,Turbo3_A
Ndrg2,NA,Turbo3_A
Dnajc7,NA,Turbo3_A
Dnajb12,3129.52545356428,Turbo3_A
Dnajb2,NA,Turbo3_A
Dnaja2,NA,Turbo3_A
St6galnac5,NA,Turbo3_A
Map1a,NA,Turbo3_A
Acot3,NA,Turbo3_A
Grm3,NA,Turbo3_A
Qki,NA,Turbo3_A
Pclo,NA,Turbo3_A
Gab1,NA,Turbo3_A
Spast,NA,Turbo3_A
Tollip,NA,Turbo3_A
Nagk,NA,Turbo3_A
Vps29,NA,Turbo3_A
Rgs17,NA,Turbo3_A
Rgs20,523138.806377754,Turbo3_A
Actr10,NA,Turbo3_A
Dctn5,NA,Turbo3_A
Slc25a10,NA,Turbo3_A
Eif3i,NA,Turbo3_A
Copg1,NA,Turbo3_A
Tsnax,NA,Turbo3_A
Bcar3,NA,Turbo3_A
Fbxo6,NA,Turbo3_A
Afdn,NA,Turbo3_A
H2afy,NA,Turbo3_A
Numb,NA,Turbo3_A
Sh2d3c,NA,Turbo3_A
Srr,NA,Turbo3_A
Zranb2,NA,Turbo3_A
Xpr1,NA,Turbo3_A
Tbl2,NA,Turbo3_A
Pex14,NA,Turbo3_A
Clcn2,NA,Turbo3_A
Vav3,NA,Turbo3_A
Acox1,NA,Turbo3_A
Ylpm1,NA,Turbo3_A
Atp2b2,NA,Turbo3_A
Celsr2,NA,Turbo3_A
Syt5,1795567.55732255,Turbo3_A
Syt7,NA,Turbo3_A
Syt6,NA,Turbo3_A
Syt9,NA,Turbo3_A
Esd,NA,Turbo3_A
Smap,NA,Turbo3_A
Dstn,NA,Turbo3_A
Uchl1,NA,Turbo3_A
Arpc1a,NA,Turbo3_A
Ptges3,NA,Turbo3_A
Mpdu1,NA,Turbo3_A
Acot9,NA,Turbo3_A
Ak1,NA,Turbo3_A
Gabrg1,13070.8484539626,Turbo3_A
Gda,NA,Turbo3_A
Mta2,NA,Turbo3_A
Slit2,NA,Turbo3_A
Dgke,NA,Turbo3_A
Prpf40a,NA,Turbo3_A
Nsdhl,NA,Turbo3_A
Psma4,NA,Turbo3_A
Tagln3,NA,Turbo3_A
Atp6ap1,NA,Turbo3_A
Trim3,NA,Turbo3_A
Capn7,58486.8048285859,Turbo3_A
Sae1,NA,Turbo3_A
Septin6,NA,Turbo3_A
Adam11,NA,Turbo3_A
Adam22,NA,Turbo3_A
Adam23,NA,Turbo3_A
Abcc5,NA,Turbo3_A
Sorbs3,NA,Turbo3_A
Ppl,2963776.85055857,Turbo3_A
Gpaa1,NA,Turbo3_A
Nfkb2,NA,Turbo3_A
Lypla2,NA,Turbo3_A
Ruvbl2,NA,Turbo3_A
Akap12,NA,Turbo3_A
Timm23,NA,Turbo3_A
Trpv2,NA,Turbo3_A
Slc7a11,1140603.088337,Turbo3_A
Tenm1,NA,Turbo3_A
Tenm2,NA,Turbo3_A
Tenm3,402445.200033988,Turbo3_A
Prkra,NA,Turbo3_A
Skp1,NA,Turbo3_A
Cul1,NA,Turbo3_A
Rnf7,NA,Turbo3_A
Ptpn4,NA,Turbo3_A
Lemd3,NA,Turbo3_A
Atrn,NA,Turbo3_A
Pdcd6ip,NA,Turbo3_A
Farsb,NA,Turbo3_A
Pfkp,NA,Turbo3_A
Akt3,NA,Turbo3_A
Pygm,NA,Turbo3_A
Dctn6,NA,Turbo3_A
Ly6h,NA,Turbo3_A
Faim,41541.6641409222,Turbo3_A
Casp8ap2,NA,Turbo3_A
Sema4g,NA,Turbo3_A
Eif4h,NA,Turbo3_A
Arl3,NA,Turbo3_A
Coro1b,NA,Turbo3_A
Coro1c,NA,Turbo3_A
Suclg1,NA,Turbo3_A
Tbk1,NA,Turbo3_A
Srd5a3,NA,Turbo3_A
Preb,NA,Turbo3_A
Rbmx,NA,Turbo3_A
Fam50a,NA,Turbo3_A
Gabbr1,NA,Turbo3_A
Arpc1b,NA,Turbo3_A
Mpp2,NA,Turbo3_A
Vapa,NA,Turbo3_A
Gsk3b,NA,Turbo3_A
Dmtn,NA,Turbo3_A
Snx1,NA,Turbo3_A
Ptgfrn,NA,Turbo3_A
Epb41l3,NA,Turbo3_A
Bub3,NA,Turbo3_A
Tagln2,NA,Turbo3_A
Clcn5,NA,Turbo3_A
Slc25a15,NA,Turbo3_A
Pacsin2,NA,Turbo3_A
Carm1,NA,Turbo3_A
Psmd13,NA,Turbo3_A
Ehd1,15045852.7041519,Turbo3_A
Cyp46a1,NA,Turbo3_A
Extl3,NA,Turbo3_A
Magi2,20815625.668074,Turbo3_A
Fxr2,NA,Turbo3_A
Ncdn,NA,Turbo3_A
Adam17,NA,Turbo3_A
Smarcb1,NA,Turbo3_A
Celf2,NA,Turbo3_A
Clip2,NA,Turbo3_A
Npc2,NA,Turbo3_A
Nos1,NA,Turbo3_A
Ggh,NA,Turbo3_A
Eif2s3x,NA,Turbo3_A
Palm,NA,Turbo3_A
Twf2,NA,Turbo3_A
Sufu,NA,Turbo3_A
Itsn1,NA,Turbo3_A
Itsn2,NA,Turbo3_A
Fads2,NA,Turbo3_A
Bpnt1,NA,Turbo3_A
Cldn10,4192052.98147817,Turbo3_A
Tjp2,NA,Turbo3_A
Kcnd3,NA,Turbo3_A
Kcnd2,NA,Turbo3_A
Nup160,NA,Turbo3_A
Aifm1,NA,Turbo3_A
Heph,NA,Turbo3_A
Adnp,NA,Turbo3_A
Stau1,NA,Turbo3_A
Aldh18a1,NA,Turbo3_A
Sema4f,NA,Turbo3_A
Slc7a5,4271582.39903428,Turbo3_A
Ror2,NA,Turbo3_A
Ror1,NA,Turbo3_A
Cpne6,NA,Turbo3_A
Cog1,NA,Turbo3_A
Sumo3,NA,Turbo3_A
Tbc1d8,NA,Turbo3_A
Plcb1,NA,Turbo3_A
Eif3g,NA,Turbo3_A
Atp6v1c1,NA,Turbo3_A
Atp6v0a1,NA,Turbo3_A
Nek4,NA,Turbo3_A
Nfs1,NA,Turbo3_A
Cacna2d3,NA,Turbo3_A
Ik,NA,Turbo3_A
Ddx39b,NA,Turbo3_A
Ndufa7,NA,Turbo3_A
Abhd16a,NA,Turbo3_A
Clic1,NA,Turbo3_A
Vars,NA,Turbo3_A
Rasgrp1,NA,Turbo3_A
Septin3,NA,Turbo3_A
Ap3b1,NA,Turbo3_A
Pikfyve,NA,Turbo3_A
Ilf3,NA,Turbo3_A
Trip6,NA,Turbo3_A
Uso1,NA,Turbo3_A
Strap,NA,Turbo3_A
Hnrnpc,NA,Turbo3_A
Dpp6,NA,Turbo3_A
Rasal1,NA,Turbo3_A
Pld1,16703.0480022867,Turbo3_A
Pdpk1,NA,Turbo3_A
Ate1,NA,Turbo3_A
Slc25a14,18950.7668131888,Turbo3_A
Mtmr1,NA,Turbo3_A
Mtm1,374399.636200495,Turbo3_A
Mtmr9,NA,Turbo3_A
Mtmr2,NA,Turbo3_A
Mecp2,NA,Turbo3_A
Mbd3,NA,Turbo3_A
Fem1b,NA,Turbo3_A
Sel1l,NA,Turbo3_A
Rgs6,NA,Turbo3_A
Epb41l1,NA,Turbo3_A
Sucla2,NA,Turbo3_A
Pmm2,NA,Turbo3_A
Actl6a,NA,Turbo3_A
Septin5,NA,Turbo3_A
Krt85,NA,Turbo3_A
Hdac6,NA,Turbo3_A
Gria4,NA,Turbo3_A
Gria3,NA,Turbo3_A
Hnrnpf,NA,Turbo3_A
Homer1,NA,Turbo3_A
Plpbp,NA,Turbo3_A
Slc25a20,NA,Turbo3_A
Kcnj16,NA,Turbo3_A
Sart1,NA,Turbo3_A
Top3b,NA,Turbo3_A
Itpr2,NA,Turbo3_A
Kcnq2,NA,Turbo3_A
Osbpl10,NA,Turbo3_A
Vstm4,6942.6721646012,Turbo3_A
NA,NA,Turbo3_A
Auts2,25150.3340208576,Turbo3_A
Cul4b,NA,Turbo3_A
Arfgef2,NA,Turbo3_A
Smurf2,NA,Turbo3_A
Tanc2,NA,Turbo3_A
Fam171a2,NA,Turbo3_A
Kiaa1522,NA,Turbo3_A
Ptprf,587195.984780941,Turbo3_A
Tmem201,87149.3605285067,Turbo3_A
Osbpl9,NA,Turbo3_A
Kiaa1109,NA,Turbo3_A
Sh3pxd2b,NA,Turbo3_A
Faap100,910.677305965667,Turbo3_A
Ddi2,NA,Turbo3_A
Ccdc120,NA,Turbo3_A
Frmpd4,NA,Turbo3_A
Kiaa1324,NA,Turbo3_A
Map7d2,NA,Turbo3_A
Ryr3,NA,Turbo3_A
Ckap5,NA,Turbo3_A
Camsap1,NA,Turbo3_A
Lzts3,NA,Turbo3_A
Ano3,NA,Turbo3_A
Pnpla7,NA,Turbo3_A
Ajm1,4101361.16313013,Turbo3_A
Map7d1,NA,Turbo3_A
Frmpd1,NA,Turbo3_A
Focad,NA,Turbo3_A
Ajap1,NA,Turbo3_A
Rap1gap,NA,Turbo3_A
Shroom2,NA,Turbo3_A
Ubr4,NA,Turbo3_A
Syndig1,NA,Turbo3_A
Plch2,NA,Turbo3_A
Klhdc7a,NA,Turbo3_A
Fmnl2,26194272.3423257,Turbo3_A
Tubb1,NA,Turbo3_A
Skt,NA,Turbo3_A
Myh7b,NA,Turbo3_A
Ralgps1,NA,Turbo3_A
Ppip5k1,NA,Turbo3_A
Fsip2,NA,Turbo3_A
Ttn,NA,Turbo3_A
Slc25a25,NA,Turbo3_A
Rabgap1,NA,Turbo3_A
Arhgef10l,NA,Turbo3_A
Mocs3,NA,Turbo3_A
Kalrn,NA,Turbo3_A
Uhrf1bp1l,NA,Turbo3_A
Dennd5b,NA,Turbo3_A
Tyw5,NA,Turbo3_A
Fbxl16,NA,Turbo3_A
Tbc1d8b,NA,Turbo3_A
Ttc38,NA,Turbo3_A
Krt28,NA,Turbo3_A
Exoc6b,NA,Turbo3_A
Nwd1,34982.4001632359,Turbo3_A
Armt1,NA,Turbo3_A
Rabgap1l,NA,Turbo3_A
Dennd4c,NA,Turbo3_A
Kcnb2,NA,Turbo3_A
Dpy19l1,NA,Turbo3_A
Tmem215,NA,Turbo3_A
Thada,NA,Turbo3_A
Nlgn4l,NA,Turbo3_A
Ptprs,NA,Turbo3_A
Krt36,NA,Turbo3_A
Cisd3,NA,Turbo3_A
Grik3,NA,Turbo3_A
Ptpru,NA,Turbo3_A
Uprt,NA,Turbo3_A
Scn2a,NA,Turbo3_A
Nhsl2,NA,Turbo3_A
Frrs1l,NA,Turbo3_A
Usp24,NA,Turbo3_A
Dlgap4,NA,Turbo3_A
Cad,NA,Turbo3_A
Arhgap42,NA,Turbo3_A
Ythdc2,NA,Turbo3_A
Otud4,NA,Turbo3_A
Gnai1,NA,Turbo3_A
Apba1,NA,Turbo3_A
Otud7b,NA,Turbo3_A
Trappc11,NA,Turbo3_A
Plxnb2,NA,Turbo3_A
Rbm25,NA,Turbo3_A
Ildr2,NA,Turbo3_A
Clip3,NA,Turbo3_A
Pdzd8,NA,Turbo3_A
Osbpl8,NA,Turbo3_A
Cttnbp2,NA,Turbo3_A
Tmem229a,NA,Turbo3_A
Ptprz1,NA,Turbo3_A
Akap5,NA,Turbo3_A
Hmcn1,NA,Turbo3_A
Safb,NA,Turbo3_A
Mthfd2l,30445.8067119541,Turbo3_A
Pgbd5,NA,Turbo3_A
Ccdc6,NA,Turbo3_A
Shank1,NA,Turbo3_A
Gsg1l,116784.757548947,Turbo3_A
Gls,NA,Turbo3_A
Prrt2,562405.322202617,Turbo3_A
Fga,NA,Turbo3_A
Gcn1,NA,Turbo3_A
Dchs1,677931.291521593,Turbo3_A
Sbf2,443991.930733136,Turbo3_A
Igsf9b,NA,Turbo3_A
Pi4ka,NA,Turbo3_A
Ryr2,NA,Turbo3_A
Wdfy1,NA,Turbo3_A
Dsp,NA,Turbo3_A
Ptpro,NA,Turbo3_A
Myo1e,NA,Turbo3_A
Ccdc85c,NA,Turbo3_A
Xkr6,NA,Turbo3_A
Ube4a,NA,Turbo3_A
Numa1,NA,Turbo3_A
Nrxn2,NA,Turbo3_A
Fry,8489524.65139847,Turbo3_A
Dlg5,NA,Turbo3_A
Sec16a,NA,Turbo3_A
Syngap1,NA,Turbo3_A
Tpr,NA,Turbo3_A
Farp1,NA,Turbo3_A
Sipa1l3,NA,Turbo3_A
Arfgef1,NA,Turbo3_A
Rab11fip2,NA,Turbo3_A
Atp2b1,NA,Turbo3_A
Trip12,NA,Turbo3_A
Ank3,NA,Turbo3_A
Shisa8,NA,Turbo3_A
Capn2,NA,Turbo3_A
S1pr1,2050085.34082491,Turbo3_A
Bin1,NA,Turbo3_A
Sec22b,NA,Turbo3_A
Dpysl2,NA,Turbo3_A
Rundc3a,NA,Turbo3_A
Emd,NA,Turbo3_A
Gtpbp1,NA,Turbo3_A
Alyref,NA,Turbo3_A
Pten,NA,Turbo3_A
Stxbp1,NA,Turbo3_A
Endog,NA,Turbo3_A
Ephb6,448403.766567342,Turbo3_A
Capn5,NA,Turbo3_A
Prdx6,NA,Turbo3_A
Akap1,NA,Turbo3_A
Casp6,NA,Turbo3_A
Ampd3,NA,Turbo3_A
Unc5c,2384165.18519588,Turbo3_A
Hsd17b10,NA,Turbo3_A
Ube3a,NA,Turbo3_A
Dctn1,NA,Turbo3_A
Eef2k,NA,Turbo3_A
Prdx4,NA,Turbo3_A
Eftud2,NA,Turbo3_A
Gfra2,NA,Turbo3_A
RO60,NA,Turbo3_A
Pik3r2,NA,Turbo3_A
Aip,NA,Turbo3_A
Flot1,NA,Turbo3_A
Numbl,NA,Turbo3_A
Cyth3,NA,Turbo3_A
Hps1,NA,Turbo3_A
Pex5,NA,Turbo3_A
Snap23,2601218.64415663,Turbo3_A
Psmb1,9943.89775013819,Turbo3_A
Ndufb11,1043268.62446582,Turbo3_A
Sema4d,NA,Turbo3_A
Epha8,NA,Turbo3_A
Rpl21,NA,Turbo3_A
Gclm,NA,Turbo3_A
Kif1c,NA,Turbo3_A
Vps26c,NA,Turbo3_A
Agpat1,4065640.83142172,Turbo3_A
Dpysl4,NA,Turbo3_A
Phb2,NA,Turbo3_A
Polr1a,NA,Turbo3_A
Ncam2,NA,Turbo3_A
Slc30a4,NA,Turbo3_A
Bet1l,NA,Turbo3_A
Cx3cl1,NA,Turbo3_A
Ddt,NA,Turbo3_A
Psmd4,NA,Turbo3_A
Kifc3,NA,Turbo3_A
Ptpn9,NA,Turbo3_A
Exoc7,NA,Turbo3_A
Dhx15,NA,Turbo3_A
Purb,NA,Turbo3_A
Slc6a6,NA,Turbo3_A
Kpna3,NA,Turbo3_A
Kpna6,NA,Turbo3_A
Exoc4,NA,Turbo3_A
Efnb3,NA,Turbo3_A
Pld3,NA,Turbo3_A
Clcn6,NA,Turbo3_A
Sema6a,NA,Turbo3_A
Fkbp8,NA,Turbo3_A
Stx1a,NA,Turbo3_A
Slc1a6,NA,Turbo3_A
Rabep1,NA,Turbo3_A
Psmd14,NA,Turbo3_A
Bmpr2,787328.121104378,Turbo3_A
Scamp3,NA,Turbo3_A
Bet1,NA,Turbo3_A
Slc32a1,NA,Turbo3_A
Ap1b1,NA,Turbo3_A
Mgll,NA,Turbo3_A
Mrps12,305123.754023155,Turbo3_A
Syt3,NA,Turbo3_A
Myadm,NA,Turbo3_A
Ndufa1,NA,Turbo3_A
Nudc,NA,Turbo3_A
Noct,NA,Turbo3_A
Hnrnph1,NA,Turbo3_A
Api5,2965.73555962017,Turbo3_A
Bcat2,NA,Turbo3_A
Timm44,NA,Turbo3_A
Cops5,NA,Turbo3_A
Slc1a4,5763727.34909526,Turbo3_A
Ctnnd2,NA,Turbo3_A
Aldh1a7,5701.90620409379,Turbo3_A
Pitpnm1,NA,Turbo3_A
Rab33b,2234758.74349187,Turbo3_A
Gamt,NA,Turbo3_A
Sdc4,143641.293229016,Turbo3_A
Ddost,NA,Turbo3_A
Ap3d1,NA,Turbo3_A
Srpk2,NA,Turbo3_A
Chka,NA,Turbo3_A
Rgs9,NA,Turbo3_A
Rgs7,NA,Turbo3_A
Gucy1b1,NA,Turbo3_A
Itgb3,NA,Turbo3_A
Cd200,NA,Turbo3_A
Reps1,NA,Turbo3_A
Akap2,NA,Turbo3_A
Nlk,NA,Turbo3_A
Prkag1,NA,Turbo3_A
Sema6b,NA,Turbo3_A
Tnk2,NA,Turbo3_A
Crym,NA,Turbo3_A
Asna1,NA,Turbo3_A
Slk,NA,Turbo3_A
Cntnap1,NA,Turbo3_A
Cacna1b,1241987.61763153,Turbo3_A
Pgrmc1,NA,Turbo3_A
Impa1,NA,Turbo3_A
Entpd2,NA,Turbo3_A
Copb2,NA,Turbo3_A
Nck2,NA,Turbo3_A
Snca,NA,Turbo3_A
Tlk2,NA,Turbo3_A
Tpmt,NA,Turbo3_A
Impact,NA,Turbo3_A
Syngr1,NA,Turbo3_A
Strn,NA,Turbo3_A
Nipsnap1,NA,Turbo3_A
Sap18,818245.161995039,Turbo3_A
Septin7,NA,Turbo3_A
Eif6,NA,Turbo3_A
Acot1,NA,Turbo3_A
Rpl35a,NA,Turbo3_A
Atp2a2,NA,Turbo3_A
Slc6a2,NA,Turbo3_A
Supt5h,NA,Turbo3_A
Ilk,NA,Turbo3_A
Psmb5,NA,Turbo3_A
Rngtt,NA,Turbo3_A
Dhx9,NA,Turbo3_A
Tesk1,83410.5755746728,Turbo3_A
Dpm1,NA,Turbo3_A
Pip5k1c,NA,Turbo3_A
Stmn3,NA,Turbo3_A
Pip4k2a,NA,Turbo3_A
Chrna4,NA,Turbo3_A
Eif3d,NA,Turbo3_A
Atp9a,1586450.00506253,Turbo3_A
Eef1b,NA,Turbo3_A
Hmox2,NA,Turbo3_A
Grk6,NA,Turbo3_A
Atxn2,NA,Turbo3_A
Itgb5,2019964.34400336,Turbo3_A
Nmt1,NA,Turbo3_A
Nmt2,NA,Turbo3_A
Epb41l2,NA,Turbo3_A
Gpx4,NA,Turbo3_A
Emc8,NA,Turbo3_A
Pdlim1,NA,Turbo3_A
Ulk1,1063541.56048486,Turbo3_A
Stx7,NA,Turbo3_A
Gnaz,NA,Turbo3_A
Slc16a7,NA,Turbo3_A
Sfn,22687.7621455513,Turbo3_A
Osmr,NA,Turbo3_A
Tnfaip1,NA,Turbo3_A
Ubr1,NA,Turbo3_A
Snx3,NA,Turbo3_A
Snx12,NA,Turbo3_A
Clcn7,NA,Turbo3_A
Hsd17b12,9944388.23658572,Turbo3_A
Smpd2,NA,Turbo3_A
Dtnb,853625.767886389,Turbo3_A
Cask,30923245.7925076,Turbo3_A
Cfdp1,NA,Turbo3_A
Wiz,NA,Turbo3_A
Znf326,NA,Turbo3_A
Ctnnal1,NA,Turbo3_A
Wdr1,NA,Turbo3_A
Slc4a4,NA,Turbo3_A
Vti1b,NA,Turbo3_A
Tulp3,NA,Turbo3_A
Papss2,NA,Turbo3_A
Adcy1,NA,Turbo3_A
Klc1,NA,Turbo3_A
Klc2,NA,Turbo3_A
Dhcr7,NA,Turbo3_A
Capns1,NA,Turbo3_A
Dync1i1,NA,Turbo3_A
Dync1i2,NA,Turbo3_A
Plin4,NA,Turbo3_A
Cntfr,NA,Turbo3_A
Ppt1,447427.559343599,Turbo3_A
Zfr,NA,Turbo3_A
Cops6,241702.988910631,Turbo3_A
Slc27a3,NA,Turbo3_A
Hnrnpa2b1,NA,Turbo3_A
Comt,NA,Turbo3_A
Cacng2,568697.842182344,Turbo3_A
Parg,NA,Turbo3_A
Usp2,NA,Turbo3_A
Gosr1,NA,Turbo3_A
Psmc3,NA,Turbo3_A
Stk16,NA,Turbo3_A
Hcn2,NA,Turbo3_A
Hcn1,NA,Turbo3_A
Hcn3,NA,Turbo3_A
Ctbp1,NA,Turbo3_A
Map7,NA,Turbo3_A
Bsn,NA,Turbo3_A
Birc6,NA,Turbo3_A
Gdap1,NA,Turbo3_A
Tom1,NA,Turbo3_A
Dcx,NA,Turbo3_A
Stam2,NA,Turbo3_A
Adam15,NA,Turbo3_A
Idh1,NA,Turbo3_A
Akap10,NA,Turbo3_A
Rbbp9,NA,Turbo3_A
Tspyl1,NA,Turbo3_A
Ccnk,NA,Turbo3_A
Mpp3,NA,Turbo3_A
Syn1,NA,Turbo3_A
Nfatc1,NA,Turbo3_A
Lin7c,322235.562363682,Turbo3_A
Gnpda1,NA,Turbo3_A
Stx8,NA,Turbo3_A
Cpd,NA,Turbo3_A
Robo1,NA,Turbo3_A
Itm2b,4153.00406816009,Turbo3_A
Coro1a,NA,Turbo3_A
Cope,NA,Turbo3_A
Pde4a,NA,Turbo3_A
Fhit,562317.300044666,Turbo3_A
Lancl1,NA,Turbo3_A
NA,NA,Turbo3_A
ADH1,NA,Turbo3_A
ADH2,NA,Turbo3_A
Mtco1,NA,Turbo3_A
Mtco2,NA,Turbo3_A
NA,8094807.01732471,Turbo3_A
NA,NA,Turbo3_A
Ca2,NA,Turbo3_A
Thy1,NA,Turbo3_A
Hba,NA,Turbo3_A
NA,NA,Turbo3_A
NA,NA,Turbo3_A
Lamc1,NA,Turbo3_A
KRT14,NA,Turbo3_A
Krt10,NA,Turbo3_A
KRT6A,NA,Turbo3_A
CSN1S1,NA,Turbo3_A
AVD,NA,Turbo3_A
ALB,NA,Turbo3_A
ALB,NA,Turbo3_A
Mt1,NA,Turbo3_A
Mtnd1,NA,Turbo3_A
Mtnd3,NA,Turbo3_A
Mtnd4,NA,Turbo3_A
Mtnd5,7264242.58092097,Turbo3_A
Iap,NA,Turbo3_A
Gfap,NA,Turbo3_A
Krt1,NA,Turbo3_A
KRT6B,NA,Turbo3_A
KRT1,NA,Turbo3_A
Mbp,NA,Turbo3_A
Araf,NA,Turbo3_A
Slc4a1,NA,Turbo3_A
Aldoc,NA,Turbo3_A
Aldoa,NA,Turbo3_A
Prkaca,NA,Turbo3_A
Got1,NA,Turbo3_A
Got2,NA,Turbo3_A
Src,NA,Turbo3_A
Pdgfrb,NA,Turbo3_A
Krt18,NA,Turbo3_A
Ldha,NA,Turbo3_A
Nr3c1,NA,Turbo3_A
Apoa4,NA,Turbo3_A
Gpi,NA,Turbo3_A
Me1,NA,Turbo3_A
Gap43,NA,Turbo3_A
Anxa2,NA,Turbo3_A
Alb,NA,Turbo3_A
Serpina3k,NA,Turbo3_A
Hsp90aa1,NA,Turbo3_A
Spta1,NA,Turbo3_A
Zfp2,NA,Turbo3_A
Hck,NA,Turbo3_A
Hsp90b1,NA,Turbo3_A
Mdh2,NA,Turbo3_A
Camk4,NA,Turbo3_A
Nefl,NA,Turbo3_A
Nefm,NA,Turbo3_A
Nras,2966.16542598135,Turbo3_A
Gnai2,NA,Turbo3_A
KRT16,NA,Turbo3_A
Itgb1,7461765.73848245,Turbo3_A
Ncl,NA,Turbo3_A
Pgk1,NA,Turbo3_A
Nudt10,1746112.17019829,Turbo3_A
Rc3h2,NA,Turbo3_A
Lrrc4b,10645987.0818001,Turbo3_A
Igsf11,3899571.50936389,Turbo3_A
Wipf3,NA,Turbo3_A
Lynx1,NA,Turbo3_A
Eef1a1,NA,Turbo3_A
Alad,27314.910110567,Turbo3_A
Ctsb,1841089.79211812,Turbo3_A
Eif4a2,NA,Turbo3_A
Mapt,NA,Turbo3_A
Txn,NA,Turbo3_A
Gstm1,NA,Turbo3_A
Rras,NA,Turbo3_A
Slc3a2,73733105.1233084,Turbo3_A
H1f0,NA,Turbo3_A
Parp1,NA,Turbo3_A
Lamp1,NA,Turbo3_A
Hsp90ab1,NA,Turbo3_A
Dmd,25909612.5823901,Turbo3_A
L1cam,NA,Turbo3_A
Camk2a,52127036.3731219,Turbo3_A
Itpr1,NA,Turbo3_A
Tcp1,NA,Turbo3_A
Prkar2a,NA,Turbo3_A
Pfkl,NA,Turbo3_A
Chrm1,NA,Turbo3_A
Cntn1,NA,Turbo3_A
Rpl7a,NA,Turbo3_A
Gsn,NA,Turbo3_A
Ncam1,NA,Turbo3_A
KRT10,NA,Turbo3_A
KRT5,NA,Turbo3_A
Gpd1,4398351.56138434,Turbo3_A
Atp1b1,NA,Turbo3_A
Rpl27a,NA,Turbo3_A
Rps16,NA,Turbo3_A
Rpl7,NA,Turbo3_A
Mdh1,NA,Turbo3_A
Rpsa,NA,Turbo3_A
Calr,NA,Turbo3_A
Atp1b2,NA,Turbo3_A
Srp54,NA,Turbo3_A
Psmd3,NA,Turbo3_A
Lmnb1,NA,Turbo3_A
Anxa6,NA,Turbo3_A
Rplp0,NA,Turbo3_A
Map1b,NA,Turbo3_A
Glul,NA,Turbo3_A
Cdh2,1934871.08759503,Turbo3_A
Insr,NA,Turbo3_A
Ntrk2,NA,Turbo3_A
Cd44,1771506.4493086,Turbo3_A
Kcnc1,NA,Turbo3_A
Nme1,NA,Turbo3_A
Usp53,NA,Turbo3_A
Prkce,NA,Turbo3_A
Met,NA,Turbo3_A
Ldhb,NA,Turbo3_A
Blk,NA,Turbo3_A
Slc4a3,NA,Turbo3_A
Cnp,NA,Turbo3_A
Kcna1,3985.17992921056,Turbo3_A
Kcna3,NA,Turbo3_A
Ass1,14095421.8014786,Turbo3_A
Sptan1,NA,Turbo3_A
Gapdh,NA,Turbo3_A
Hspa2,NA,Turbo3_A
Eno1,NA,Turbo3_A
Eno2,NA,Turbo3_A
Ptbp1,NA,Turbo3_A
Ap2a1,NA,Turbo3_A
Ap2a2,NA,Turbo3_A
Selenbp1,NA,Turbo3_A
Hk1,NA,Turbo3_A
Ppia,NA,Turbo3_A
Tpi1,NA,Turbo3_A
Slc2a1,8157556.77233367,Turbo3_A
Ptpra,7126865.60119112,Turbo3_A
Ctsd,NA,Turbo3_A
Bsg,NA,Turbo3_A
Slc7a2,1071614.44815127,Turbo3_A
Hmgn1,NA,Turbo3_A
Rps6ka3,100094.177256516,Turbo3_A
Cfl1,NA,Turbo3_A
Phka1,NA,Turbo3_A
Gnao1,NA,Turbo3_A
KRT15,95275.7434718263,Turbo3_A
KRT4,NA,Turbo3_A
Fasn,NA,Turbo3_A
Gstp1,18492166.1281865,Turbo3_A
Nefh,NA,Turbo3_A
Rpl13a,3511228.25908241,Turbo3_A
Mpv17,610349.666320865,Turbo3_A
Serpinh1,NA,Turbo3_A
Cox5b,NA,Turbo3_A
Hspa5,NA,Turbo3_A
Prdx3,NA,Turbo3_A
Vim,NA,Turbo3_A
Map2,NA,Turbo3_A
Prkca,NA,Turbo3_A
Mag,NA,Turbo3_A
Gna11,NA,Turbo3_A
Cst3,NA,Turbo3_A
Eno3,NA,Turbo3_A
Pcsk2,NA,Turbo3_A
Emb,NA,Turbo3_A
NA,NA,Turbo3_A
Cbl,NA,Turbo3_A
Gabrg2,NA,Turbo3_A
Ap1g1,NA,Turbo3_A
Hmbs,NA,Turbo3_A
Eif3a,NA,Turbo3_A
Gja1,78861450.1112165,Turbo3_A
Prkch,NA,Turbo3_A
Pnp,NA,Turbo3_A
Pcmt1,NA,Turbo3_A
Gria1,NA,Turbo3_A
Gria2,NA,Turbo3_A
Cat,NA,Turbo3_A
Bcat1,NA,Turbo3_A
Ppib,NA,Turbo3_A
Lta4h,NA,Turbo3_A
Aldh1a1,NA,Turbo3_A
