GeneSymbol,FC,pval,BioID,cell
Ptbp1,1.21,0.447,NL2,Astrocyte
Ap2a1,3.75,0.0246,NL2,Astrocyte
Ap2a2,3.38,0.0351,NL2,Astrocyte
Selenbp1,-1.34,0.039,NL2,Astrocyte
Hk1,3.43,0.000623,NL2,Astrocyte
Ppia,6.07,0.0136,NL2,Astrocyte
Tpi1,6.39,0.0082,NL2,Astrocyte
Slc2a1,3.82,0.000819,NL2,Astrocyte
Ptpra,2.38,0.0113,NL2,Astrocyte
Ctsd,4.09,0.0317,NL2,Astrocyte
Bsg,3.82,0.00572,NL2,Astrocyte
Slc7a2,7.93,8.64e-05,NL2,Astrocyte
Hmgn1,-1.83,0.302,NL2,Astrocyte
Cfl1,3.65,0.0319,NL2,Astrocyte
Phka1,-3.82,0.0111,NL2,Astrocyte
Gnao1,3.15,0.0162,NL2,Astrocyte
KRT4,-17.8,0.0777,NL2,Astrocyte
Fasn,1.18,0.541,NL2,Astrocyte
Gstp1,3.01,0.0123,NL2,Astrocyte
Nefh,-1.29,0.335,NL2,Astrocyte
Rpl13a,4.51,0.0361,NL2,Astrocyte
Cox5b,4.66,0.0074,NL2,Astrocyte
Hspa5,5.49,0.00593,NL2,Astrocyte
Prdx3,5.46,0.00622,NL2,Astrocyte
Vim,-3.08,0.00865,NL2,Astrocyte
Map2,-1.99,0.15,NL2,Astrocyte
Prkca,2.5,0.0685,NL2,Astrocyte
Mag,4.63,0.0243,NL2,Astrocyte
Gna11,5.96,0.00425,NL2,Astrocyte
Cst3,4.86,0.0258,NL2,Astrocyte
Eno3,12,0.00526,NL2,Astrocyte
Cbl,1.55,0.101,NL2,Astrocyte
Gabrg2,3.15,0.0415,NL2,Astrocyte
Ap1g1,1.38,0.173,NL2,Astrocyte
Hmbs,-1.7,0.163,NL2,Astrocyte
Eif3a,-2.09,0.0323,NL2,Astrocyte
Gja1,6.7,0.000824,NL2,Astrocyte
Pnp,1.51,0.0195,NL2,Astrocyte
Pcmt1,-7.89,0.0377,NL2,Astrocyte
Gria1,-8.51,0.015,NL2,Astrocyte
Gria2,3.47,0.015,NL2,Astrocyte
Cat,-1.59,0.163,NL2,Astrocyte
Ppib,2.75,0.00517,NL2,Astrocyte
Lta4h,3.2,0.016,NL2,Astrocyte
Aldh1a1,1.96,0.0965,NL2,Astrocyte
Rps2,3.64,0.0149,NL2,Astrocyte
Lyn,209,0.0129,NL2,Astrocyte
Tln1,1.3,0.327,NL2,Astrocyte
Ezr,-1.17,0.251,NL2,Astrocyte
Msn,1.13,0.671,NL2,Astrocyte
Rdx,-2.04,0.000708,NL2,Astrocyte
Gabra2,3.72,0.0104,NL2,Astrocyte
Gabra3,1.07,0.855,NL2,Astrocyte
Ctnna1,3.93,0.0144,NL2,Astrocyte
Glud1,9.58,0.00518,NL2,Astrocyte
Psmd7,3.96,0.00368,NL2,Astrocyte
Sars,-2.49,0.0119,NL2,Astrocyte
Marcks,2.26,0.0508,NL2,Astrocyte
Fkbp1a,5.89,0.00936,NL2,Astrocyte
Snrpb,7.62,0.00425,NL2,Astrocyte
Cers1,4.04,0.00872,NL2,Astrocyte
Map4,-2.84,0.02,NL2,Astrocyte
Gna12,-2.69,0.151,NL2,Astrocyte
Gna13,3.71,0.00878,NL2,Astrocyte
Plaa,3.82,0.000581,NL2,Astrocyte
Rpl3,4.46,0.00443,NL2,Astrocyte
Rasgrf1,1.11,0.894,NL2,Astrocyte
Pdia3,3.65,0.0207,NL2,Astrocyte
Braf,6.54,0.00576,NL2,Astrocyte
Mt3,1.84,0.191,NL2,Astrocyte
Aco1,10.7,0.0019,NL2,Astrocyte
Apex1,2.97,0.00467,NL2,Astrocyte
Adh5,2.29,0.00234,NL2,Astrocyte
Slc6a9,4.27,0.00219,NL2,Astrocyte
Camk2b,2.49,0.0845,NL2,Astrocyte
Nap1l1,-6.33,0.0016,NL2,Astrocyte
Atxn10,-1.66,0.0669,NL2,Astrocyte
Celf1,1.34,0.324,NL2,Astrocyte
Nckap1,4.61,0.0274,NL2,Astrocyte
Septin4,1.29,0.229,NL2,Astrocyte
Napb,8.71,3.82e-05,NL2,Astrocyte
Marcksl1,1.15,0.658,NL2,Astrocyte
Kif5c,1.23,0.522,NL2,Astrocyte
Kif2a,3.09,0.0489,NL2,Astrocyte
Kif3a,1.97,0.23,NL2,Astrocyte
Prkcd,3.12,0.0921,NL2,Astrocyte
Pabpc1,-1.01,0.844,NL2,Astrocyte
Gnb4,1.68,0.191,NL2,Astrocyte
Nedd8,-15.8,0.00632,NL2,Astrocyte
Ckmt1,5.22,0.00499,NL2,Astrocyte
Fkbp4,6.81,0.0202,NL2,Astrocyte
Sstr2,3.72,0.0333,NL2,Astrocyte
Ctnnd1,18.8,0.0083,NL2,Astrocyte
Aimp1,5.95,0.00452,NL2,Astrocyte
Prkar2b,2.03,0.0388,NL2,Astrocyte
Slc6a1,3.36,0.00324,NL2,Astrocyte
Slc6a11,4.67,0.00118,NL2,Astrocyte
Akt1,2.02,0.123,NL2,Astrocyte
Dbi,-4.02,0.0598,NL2,Astrocyte
Map2k1,2.17,0.0558,NL2,Astrocyte
Slc2a3,3.89,0.00593,NL2,Astrocyte
Chrm4,-6.33,0.0712,NL2,Astrocyte
Drg1,-3.03,0.0114,NL2,Astrocyte
Kras,5.39,0.000276,NL2,Astrocyte
Wars,2.47,0.0435,NL2,Astrocyte
Kif1a,8.21,0.00084,NL2,Astrocyte
Ranbp1,10.8,0.000414,NL2,Astrocyte
Ptk2,1.57,0.244,NL2,Astrocyte
Mif,4.25,0.0261,NL2,Astrocyte
Ephx2,-1.09,0.63,NL2,Astrocyte
Usp4,-2.67,0.00448,NL2,Astrocyte
Ptpn11,-1.01,0.878,NL2,Astrocyte
Rab5c,3.83,0.0679,NL2,Astrocyte
Rab6a,7.25,0.0144,NL2,Astrocyte
Rab21,1.98,0.0439,NL2,Astrocyte
Rab12,-3.17,0.0667,NL2,Astrocyte
Rab23,2.27,0.0446,NL2,Astrocyte
Rab24,-1.44,0.344,NL2,Astrocyte
Rab18,6.18,0.00206,NL2,Astrocyte
Grin2a,4.4,0.00314,NL2,Astrocyte
Grin1,3.69,0.0452,NL2,Astrocyte
Pdha1,5.74,0.0132,NL2,Astrocyte
KRT9,6.35,0.0448,NL2,Astrocyte
Canx,5.38,0.000396,NL2,Astrocyte
Ap1m1,2.62,0.0016,NL2,Astrocyte
Prdx1,2.95,0.0239,NL2,Astrocyte
Gpm6a,2.88,0.0651,NL2,Astrocyte
Gpm6b,3.26,0.013,NL2,Astrocyte
Ptpn12,-1.65,0.0587,NL2,Astrocyte
KRT2,3.68,0.0824,NL2,Astrocyte
Fmr1,1.38,0.18,NL2,Astrocyte
Rpl12,4.29,0.0443,NL2,Astrocyte
Rpl18,7.62,0.00227,NL2,Astrocyte
Ppm1b,-1.78,0.0499,NL2,Astrocyte
Por,5.34,0.00684,NL2,Astrocyte
Hspa9,8.22,0.000266,NL2,Astrocyte
Dnm1,1.89,0.145,NL2,Astrocyte
Dnm2,2.34,0.0364,NL2,Astrocyte
Tjp1,-1.3,0.269,NL2,Astrocyte
Fyn,2.32,0.0101,NL2,Astrocyte
Cap1,2.13,0.0658,NL2,Astrocyte
Tkt,1.21,0.481,NL2,Astrocyte
Vps26a,4.36,0.00132,NL2,Astrocyte
Rpl28,3.66,0.0176,NL2,Astrocyte
Acsl1,1.18,0.688,NL2,Astrocyte
Abca1,2.43,0.0154,NL2,Astrocyte
Csk,1.33,0.267,NL2,Astrocyte
Eci1,4.03,0.0335,NL2,Astrocyte
Septin2,-1.7,0.0173,NL2,Astrocyte
Stat3,-1.74,0.00295,NL2,Astrocyte
Stat5b,2.18,0.113,NL2,Astrocyte
Pik3ca,-1.56,0.108,NL2,Astrocyte
Eps15,-2.31,0.0107,NL2,Astrocyte
Pura,4.06,0.0318,NL2,Astrocyte
Htt,1.02,0.923,NL2,Astrocyte
Cct8,-1.29,0.352,NL2,Astrocyte
Slc1a2,3.39,0.00258,NL2,Astrocyte
Nodal,-2.07,0.251,NL2,Astrocyte
Hist1h1e,2.16,0.0232,NL2,Astrocyte
Akr1b1,4.07,0.0343,NL2,Astrocyte
Acadm,4.43,0.0528,NL2,Astrocyte
Rangap1,5.46,0.106,NL2,Astrocyte
Sipa1,1.8,0.09,NL2,Astrocyte
Syt1,3.49,0.00624,NL2,Astrocyte
Cdkn1b,-1.86,0.0064,NL2,Astrocyte
Nsf,3.71,0.0124,NL2,Astrocyte
Vps4b,21.1,0.0492,NL2,Astrocyte
Psmc2,2.76,0.0826,NL2,Astrocyte
Rab11b,3.47,0.00153,NL2,Astrocyte
Ina,3.54,0.00749,NL2,Astrocyte
Nf2,1.32,0.113,NL2,Astrocyte
Adss2,3.44,0.0399,NL2,Astrocyte
Myo1b,3.73,0.012,NL2,Astrocyte
Brcc3,-1.73,0.0472,NL2,Astrocyte
Nedd4,-1.11,0.551,NL2,Astrocyte
Yap1,-1.84,0.124,NL2,Astrocyte
Stt3a,1.77,0.0479,NL2,Astrocyte
Cryz,3.46,0.0866,NL2,Astrocyte
Rph3a,5.06,0.00339,NL2,Astrocyte
Aldh2,2.44,0.0226,NL2,Astrocyte
Cnr1,2.71,0.00948,NL2,Astrocyte
Capza1,-1.05,0.72,NL2,Astrocyte
Capza2,2.75,0.00888,NL2,Astrocyte
Capzb,2.91,0.0162,NL2,Astrocyte
Map2k4,2.98,0.0656,NL2,Astrocyte
Gfpt1,1.95,0.124,NL2,Astrocyte
Pfkm,1.53,0.281,NL2,Astrocyte
Rpl6,3.02,0.0444,NL2,Astrocyte
Rpl29,1.03,0.978,NL2,Astrocyte
Crat,3.84,0.0729,NL2,Astrocyte
Crkl,-1.35,0.317,NL2,Astrocyte
Rpl5,1.35,0.0371,NL2,Astrocyte
Rpl13,8.74,0.0212,NL2,Astrocyte
Anxa5,2.06,0.0744,NL2,Astrocyte
Epb41,-1.42,0.196,NL2,Astrocyte
Gad1,2.04,0.104,NL2,Astrocyte
Gad2,3.37,0.0111,NL2,Astrocyte
Ppp3cb,3.25,0.00695,NL2,Astrocyte
Ppp3cc,5.14,0.0242,NL2,Astrocyte
Hspa4l,2.78,0.0128,NL2,Astrocyte
Cbr1,4.43,0.0179,NL2,Astrocyte
Gstm5,1.94,0.0457,NL2,Astrocyte
Slc25a4,3.88,0.0104,NL2,Astrocyte
Cit,2.73,0.0344,NL2,Astrocyte
Camlg,3.85,0.03,NL2,Astrocyte
Hnrnpa1,-2.43,0.0318,NL2,Astrocyte
Inpp1,1.82,0.146,NL2,Astrocyte
Ppm1a,-1.55,0.354,NL2,Astrocyte
Pcyt1a,5.3,0.0212,NL2,Astrocyte
Cdk5,6.74,0.0227,NL2,Astrocyte
Bckdha,4.83,0.0671,NL2,Astrocyte
Ahcy,2.73,0.0126,NL2,Astrocyte
Gdi1,3.42,0.0275,NL2,Astrocyte
Atp6v1a,1.45,0.314,NL2,Astrocyte
Atp6v1e1,4.15,0.203,NL2,Astrocyte
Gabrb1,2.68,0.00189,NL2,Astrocyte
Pa2g4,3.53,0.0435,NL2,Astrocyte
Dvl1,2.54,0.0139,NL2,Astrocyte
Rab7a,3.02,0.0147,NL2,Astrocyte
Rpl9,3.11,0.0177,NL2,Astrocyte
Plcb3,2.13,0.0105,NL2,Astrocyte
Hsd17b4,3.66,0.00681,NL2,Astrocyte
Adcy9,3.26,0.232,NL2,Astrocyte
Hdgf,-4.81,0.00755,NL2,Astrocyte
Atp6v0d1,5.74,0.00379,NL2,Astrocyte
Fabp7,2.24,0.0696,NL2,Astrocyte
Slc25a5,3.33,0.011,NL2,Astrocyte
Nek1,-3.66,0.0107,NL2,Astrocyte
Tst,3.15,0.0217,NL2,Astrocyte
Usp10,-1.74,0.0255,NL2,Astrocyte
Pkm,3.21,0.0262,NL2,Astrocyte
Ndufs6,5.35,0.00581,NL2,Astrocyte
Rida,6.38,0.00235,NL2,Astrocyte
Tmem165,1.67,0.949,NL2,Astrocyte
Dbt,-1,0.953,NL2,Astrocyte
Rabggtb,-1.38,0.0267,NL2,Astrocyte
Pitpna,3.49,0.0215,NL2,Astrocyte
Pitpnb,7.44,0.0291,NL2,Astrocyte
Slc16a1,3.82,0.00809,NL2,Astrocyte
Rab2a,2.63,0.00661,NL2,Astrocyte
Anapc1,-1.27,0.301,NL2,Astrocyte
Idh2,4.16,0.00068,NL2,Astrocyte
Stom,4.95,0.0234,NL2,Astrocyte
Stmn1,-1.53,0.116,NL2,Astrocyte
Rad23b,2.26,0.415,NL2,Astrocyte
Ephb3,5.24,0.00336,NL2,Astrocyte
Psmc4,-1.09,0.583,NL2,Astrocyte
Adsl,-1.04,0.676,NL2,Astrocyte
Ddx6,1.22,0.557,NL2,Astrocyte
Adprh,-1.27,0.448,NL2,Astrocyte
Slc12a2,7.84,0.002,NL2,Astrocyte
Ncan,6.04,0.00134,NL2,Astrocyte
Aqp4,1.75,0.136,NL2,Astrocyte
Abcd3,-1.73,0.0879,NL2,Astrocyte
Rab8a,3.35,0.117,NL2,Astrocyte
Adk,2.62,0.0554,NL2,Astrocyte
Cdh11,3.92,0.0074,NL2,Astrocyte
Golga3,1.63,0.14,NL2,Astrocyte
Atp5mf,1.92,0.264,NL2,Astrocyte
Arpp19,-2.39,0.158,NL2,Astrocyte
Rab4a,8.62,0.000964,NL2,Astrocyte
Nudt2,2.85,0.201,NL2,Astrocyte
Atp5f1e,4.56,0.00714,NL2,Astrocyte
Dynlt3,4.31,0.00452,NL2,Astrocyte
Cox7b,6.57,0.0336,NL2,Astrocyte
Cyb5a,1.7,0.0409,NL2,Astrocyte
Usp5,1.04,0.989,NL2,Astrocyte
Atp5f1b,2.74,0.0225,NL2,Astrocyte
Ctbp2,3.66,0.0449,NL2,Astrocyte
Slc1a3,5.55,0.000264,NL2,Astrocyte
Maz,1.28,0.712,NL2,Astrocyte
Wfs1,3.13,0.0399,NL2,Astrocyte
Fus,-7.31,0.0176,NL2,Astrocyte
Pcbp3,3.68,0.0124,NL2,Astrocyte
Pcbp4,1.44,0.24,NL2,Astrocyte
Samsn1,1.2,0.755,NL2,Astrocyte
Eef1d,-5.24,0.000797,NL2,Astrocyte
Actn4,-1.02,0.824,NL2,Astrocyte
Rasa2,-1,0.969,NL2,Astrocyte
Eef2,2.09,0.0813,NL2,Astrocyte
Opa1,3.58,0.0168,NL2,Astrocyte
Kcnn2,1.79,0.0268,NL2,Astrocyte
Kcnn3,1.87,0.102,NL2,Astrocyte
Strn4,-1.27,0.184,NL2,Astrocyte
Tbc1d10a,-1.44,0.124,NL2,Astrocyte
Tubgcp3,-2.1,0.0307,NL2,Astrocyte
Tnks1bp1,-1.38,0.0781,NL2,Astrocyte
Vps33b,3.22,0.0121,NL2,Astrocyte
Bcl2l13,-1.95,0.0565,NL2,Astrocyte
Rab2b,1.47,0.169,NL2,Astrocyte
Eif5,-3.73,0.000188,NL2,Astrocyte
Ythdf1,2.69,0.00174,NL2,Astrocyte
Inpp5j,-1.29,0.394,NL2,Astrocyte
Anks1a,-1.44,0.245,NL2,Astrocyte
Dock4,1.04,0.802,NL2,Astrocyte
Sash1,1.08,0.633,NL2,Astrocyte
Arpc4,6.08,0.0123,NL2,Astrocyte
Ruvbl1,5.53,0.000747,NL2,Astrocyte
Plp1,4.23,0.0414,NL2,Astrocyte
Pcbp1,2.23,0.00777,NL2,Astrocyte
Ppfia3,3.63,0.00226,NL2,Astrocyte
Nploc4,6.06,0.0178,NL2,Astrocyte
Actb,5.14,0.0158,NL2,Astrocyte
Mdga2,-2.05,0.133,NL2,Astrocyte
Nrgn,13.9,0.0543,NL2,Astrocyte
Rac3,3.52,0.0107,NL2,Astrocyte
Cdc42,3.58,0.0196,NL2,Astrocyte
Eif4a1,3.76,0.0441,NL2,Astrocyte
Rps20,1.57,0.198,NL2,Astrocyte
Snap25,5.74,0.000509,NL2,Astrocyte
Rab5b,2.97,0.0407,NL2,Astrocyte
Rab10,3.62,0.00402,NL2,Astrocyte
Rab8b,6.84,0.00242,NL2,Astrocyte
Ube2d3,3.08,0.0116,NL2,Astrocyte
Ube2m,10,0.0176,NL2,Astrocyte
Ube2n,27.1,0.0337,NL2,Astrocyte
Actr2,5.71,0.000173,NL2,Astrocyte
Actr1a,6.09,0.000116,NL2,Astrocyte
Arf3,2.62,0.0548,NL2,Astrocyte
Arl1,3.22,0.00431,NL2,Astrocyte
Abce1,1.16,0.802,NL2,Astrocyte
Rap2b,3.31,0.00514,NL2,Astrocyte
Rpl26,1.73,0.124,NL2,Astrocyte
Stx1b,3.06,0.0164,NL2,Astrocyte
Psme3,-3.02,0.00158,NL2,Astrocyte
Fgf12,3.52,0.0109,NL2,Astrocyte
Rpl27,1.64,0.197,NL2,Astrocyte
Depdc5,-2.53,0.0821,NL2,Astrocyte
Sec61a1,3.47,0.0479,NL2,Astrocyte
Arf4,3.69,0.0119,NL2,Astrocyte
Lpar1,3.55,0.0561,NL2,Astrocyte
Abat,3.74,0.0254,NL2,Astrocyte
Copz1,-1.58,0.304,NL2,Astrocyte
Ufm1,1.19,0.49,NL2,Astrocyte
Wdr5,3.74,0.0259,NL2,Astrocyte
Hnrnpk,-1.29,0.299,NL2,Astrocyte
Ywhag,6.35,0.023,NL2,Astrocyte
Usp46,3.29,0.00609,NL2,Astrocyte
Rras2,3.99,0.0314,NL2,Astrocyte
Rps7,2.79,0.0348,NL2,Astrocyte
Ppp1ca,-1.15,0.505,NL2,Astrocyte
Ppp1cb,3.36,0.0225,NL2,Astrocyte
Psmc1,1.92,0.104,NL2,Astrocyte
Psmc5,-1.01,0.867,NL2,Astrocyte
Rps8,3.33,0.0114,NL2,Astrocyte
Rps15a,2.43,0.0357,NL2,Astrocyte
Ywhae,5.5,0.0211,NL2,Astrocyte
Rps14,9.59,0.00688,NL2,Astrocyte
Rps23,1.96,0.0645,NL2,Astrocyte
Rps29,-2.53,0.0546,NL2,Astrocyte
Rps11,3.07,0.0261,NL2,Astrocyte
Snrpd1,-1.2,0.482,NL2,Astrocyte
Snrpd2,-2.88,0.00428,NL2,Astrocyte
Snrpd3,-2.74,0.0518,NL2,Astrocyte
Arf6,1.73,0.232,NL2,Astrocyte
Psmc6,-1.05,0.798,NL2,Astrocyte
Kcnab2,2.86,0.0118,NL2,Astrocyte
Abi2,1.9,0.114,NL2,Astrocyte
Tsc22d1,-5.1,0.00264,NL2,Astrocyte
Eef1a2,3.01,0.0336,NL2,Astrocyte
Rps4x,2.25,0.0235,NL2,Astrocyte
Ppp2cb,4.13,0.000563,NL2,Astrocyte
Rpl18a,2.18,0.0739,NL2,Astrocyte
Ap2s1,3.28,0.0359,NL2,Astrocyte
Rhob,5.85,0.00115,NL2,Astrocyte
Rps6,4.41,0.00231,NL2,Astrocyte
Vsnl1,6.35,0.00792,NL2,Astrocyte
H4c1,6.71,0.00807,NL2,Astrocyte
Gabra1,6.1,0.00431,NL2,Astrocyte
Atp6v1b2,2.88,0.032,NL2,Astrocyte
Rab1A,3.66,0.0145,NL2,Astrocyte
Rab3c,2.95,0.0518,NL2,Astrocyte
Ran,2.72,0.0578,NL2,Astrocyte
Rpl23,2.67,0.0273,NL2,Astrocyte
Ube2d2,4.58,0.00801,NL2,Astrocyte
Rps24,-1.66,0.224,NL2,Astrocyte
Rps26,11.6,0.000892,NL2,Astrocyte
Gnb1,5.3,0.0472,NL2,Astrocyte
Gnb2,5.11,0.0132,NL2,Astrocyte
Gnb5,3.56,0.0432,NL2,Astrocyte
Rpl30,3.25,0.0387,NL2,Astrocyte
Cycs,5.29,0.00961,NL2,Astrocyte
Rps3,3.34,0.00829,NL2,Astrocyte
Rpl8,3.98,0.00139,NL2,Astrocyte
Pfn1,3.65,0.0368,NL2,Astrocyte
Rps27a,3.12,0.00739,NL2,Astrocyte
Rac1,2.93,0.0217,NL2,Astrocyte
Pafah1b1,3.46,0.0135,NL2,Astrocyte
Rab3a,5.78,0.00103,NL2,Astrocyte
Hspa8,4.42,0.00125,NL2,Astrocyte
Vamp3,-4.58,0.0994,NL2,Astrocyte
Tpt1,4.28,0.062,NL2,Astrocyte
Mpc1,8.98,0.00816,NL2,Astrocyte
Cyth2,2.64,0.0416,NL2,Astrocyte
Dnaja1,2.43,0.0491,NL2,Astrocyte
Hspd1,4.54,0.000738,NL2,Astrocyte
Eif4e,-2.12,0.00958,NL2,Astrocyte
Gabrb3,2.12,0.241,NL2,Astrocyte
Atp6v0c,2.42,0.00714,NL2,Astrocyte
Mapk1,1.18,0.344,NL2,Astrocyte
Ppp1cc,-1.06,0.686,NL2,Astrocyte
Gnas,1.94,0.0249,NL2,Astrocyte
Ywhaz,6.75,0.0184,NL2,Astrocyte
Slc7a10,2.85,0.0134,NL2,Astrocyte
Gabrb2,-3.28,0.0216,NL2,Astrocyte
Kcna2,2.04,0.0142,NL2,Astrocyte
Hmgb1,2.96,0.00923,NL2,Astrocyte
Dynll1,2.72,0.199,NL2,Astrocyte
Eif5a,3.01,0.0451,NL2,Astrocyte
Kcnj3,3.01,0.0822,NL2,Astrocyte
Rps17,10,0.0138,NL2,Astrocyte
Selenow,10.8,0.0314,NL2,Astrocyte
Prkcg,3.59,0.00925,NL2,Astrocyte
Rala,3.92,0.05,NL2,Astrocyte
Rps12,2,0.182,NL2,Astrocyte
Rps10,-2.49,0.156,NL2,Astrocyte
Ppp3ca,2.62,0.0443,NL2,Astrocyte
Ppp2ca,10.5,0.00234,NL2,Astrocyte
Phb,6.26,0.00223,NL2,Astrocyte
Csnk2b,2.02,0.0337,NL2,Astrocyte
Rpl22,5.08,0.064,NL2,Astrocyte
Rack1,3.76,0.0173,NL2,Astrocyte
Acta1,2.81,0.0951,NL2,Astrocyte
Prkacb,3.54,0.0307,NL2,Astrocyte
Ywhaq,6.75,0.00517,NL2,Astrocyte
Tuba4a,3.34,0.0618,NL2,Astrocyte
Tuba1a,4.44,0.0215,NL2,Astrocyte
Tubb4b,4.16,0.0255,NL2,Astrocyte
Prkcb,3.81,0.034,NL2,Astrocyte
Ywhah,8.45,0.017,NL2,Astrocyte
Ranbp9,6.26,0.0484,NL2,Astrocyte
Sbds,3.48,0.0633,NL2,Astrocyte
Dlg3,3.39,0.00209,NL2,Astrocyte
Lrig1,6.55,0.00122,NL2,Astrocyte
Lxn,1.6,0.204,NL2,Astrocyte
Adcyap1r1,4.22,0.000639,NL2,Astrocyte
Plxna1,2.23,0.00948,NL2,Astrocyte
Chl1,3.07,0.0123,NL2,Astrocyte
Map2k6,1.34,0.208,NL2,Astrocyte
Nfix,2.63,0.000769,NL2,Astrocyte
Pald1,2.66,0.343,NL2,Astrocyte
Pfkfb2,-1.78,0.203,NL2,Astrocyte
Pkn1,1.69,0.0615,NL2,Astrocyte
Pdlim4,1.12,0.523,NL2,Astrocyte
Vamp7,1.74,0.202,NL2,Astrocyte
Hdac2,3.31,0.0524,NL2,Astrocyte
Mpp1,-5.19,0.000848,NL2,Astrocyte
Pebp1,3.31,0.00459,NL2,Astrocyte
Stam,1.51,0.264,NL2,Astrocyte
Stim1,-2.02,0.00811,NL2,Astrocyte
Tial1,2.55,0.0108,NL2,Astrocyte
Hnrnph2,2.92,0.0315,NL2,Astrocyte
Rock1,1.74,0.0389,NL2,Astrocyte
Rock2,18.1,0.00377,NL2,Astrocyte
Tank,1.89,0.0213,NL2,Astrocyte
Hint1,2.79,0.0631,NL2,Astrocyte
Elavl1,3.47,0.0129,NL2,Astrocyte
Rasgrf2,1.05,0.736,NL2,Astrocyte
Usp9x,3.33,0.00191,NL2,Astrocyte
Tp53bp1,-2.32,0.0206,NL2,Astrocyte
Idh3g,3.51,0.000382,NL2,Astrocyte
Slc8a1,3.4,0.0223,NL2,Astrocyte
Erbb2,3.13,0.0323,NL2,Astrocyte
Evl,2.77,0.00681,NL2,Astrocyte
Slc9a3r1,1.33,0.00723,NL2,Astrocyte
Naca,1.04,0.858,NL2,Astrocyte
Irf3,1.88,0.0942,NL2,Astrocyte
Casp3,1.76,0.481,NL2,Astrocyte
Ctps1,1.43,0.437,NL2,Astrocyte
Gaa,-1.27,0.275,NL2,Astrocyte
Atp8a1,3.42,0.0367,NL2,Astrocyte
Cct7,3.63,0.0305,NL2,Astrocyte
Cct2,1.88,0.0335,NL2,Astrocyte
Cct4,3.86,0.0437,NL2,Astrocyte
Cct5,2.02,0.0115,NL2,Astrocyte
Cct6a,2.3,0.0401,NL2,Astrocyte
Cct3,3.68,0.00174,NL2,Astrocyte
Tnik,1.36,0.0653,NL2,Astrocyte
Wnk1,1.3,0.29,NL2,Astrocyte
Arf5,2.46,0.00289,NL2,Astrocyte
Cplx2,-1.18,0.493,NL2,Astrocyte
Ap2m1,3.12,0.0151,NL2,Astrocyte
Rhog,4.58,0.0126,NL2,Astrocyte
Rpl19,-12.2,0.0264,NL2,Astrocyte
Srsf3,-2.03,0.154,NL2,Astrocyte
Adcy5,3,0.00294,NL2,Astrocyte
Nptn,3.34,0.0102,NL2,Astrocyte
Csrp1,1.37,0.104,NL2,Astrocyte
Rps3a,-2.27,0.0328,NL2,Astrocyte
Sephs2,-1.84,0.139,NL2,Astrocyte
Evi5,1.17,0.49,NL2,Astrocyte
Atp1b3,2.06,0.0658,NL2,Astrocyte
G3bp2,-2.16,0.095,NL2,Astrocyte
Vps45,2.14,0.0846,NL2,Astrocyte
Arhgap5,-1.1,0.651,NL2,Astrocyte
Crmp1,4.23,0.0353,NL2,Astrocyte
Mprip,-1.31,0.154,NL2,Astrocyte
Kcnk2,-2.53,0.0426,NL2,Astrocyte
Slc30a3,4.23,0.0282,NL2,Astrocyte
Fhl1,1.11,0.701,NL2,Astrocyte
Smad4,4.16,0.00311,NL2,Astrocyte
Adcy8,15,0.0055,NL2,Astrocyte
Gclc,-2.1,0.224,NL2,Astrocyte
Cpt1a,-1.17,0.247,NL2,Astrocyte
Wbp2,3.38,0.0119,NL2,Astrocyte
Thumpd3,-4.65,0.0116,NL2,Astrocyte
Grm1,1.35,0.0616,NL2,Astrocyte
Xrn1,-2.66,0.0469,NL2,Astrocyte
Cxadr,-1.11,0.658,NL2,Astrocyte
Sirpa,1.39,0.0875,NL2,Astrocyte
Neo1,1.17,0.427,NL2,Astrocyte
Fh,6.41,0.0642,NL2,Astrocyte
Pld2,2.25,0.000762,NL2,Astrocyte
Pla2g6,1.14,0.503,NL2,Astrocyte
Map4k4,2.67,0.00729,NL2,Astrocyte
G3bp1,-1.65,0.00743,NL2,Astrocyte
Nfib,1.62,0.041,NL2,Astrocyte
Rbbp6,1.99,0.205,NL2,Astrocyte
Dab2,2.12,0.0518,NL2,Astrocyte
Apba2,-1.19,0.224,NL2,Astrocyte
Cds1,5.11,0.0514,NL2,Astrocyte
Tubb5,3.95,0.0186,NL2,Astrocyte
Prdx5,4.77,0.00684,NL2,Astrocyte
Stx2,3.09,0.00383,NL2,Astrocyte
Il6st,3.27,0.0243,NL2,Astrocyte
G6pdx,-1.57,0.028,NL2,Astrocyte
Hnrnpul2,2.02,0.126,NL2,Astrocyte
Pde1b,2.96,0.0137,NL2,Astrocyte
Grin2b,1.91,0.034,NL2,Astrocyte
Egfr,1.85,0.0392,NL2,Astrocyte
Adra2a,4.86,0.00174,NL2,Astrocyte
Sec23a,3.06,0.00828,NL2,Astrocyte
Vcp,1.12,0.868,NL2,Astrocyte
Uba1,2.46,0.0468,NL2,Astrocyte
Ctnnb1,2.63,0.0118,NL2,Astrocyte
Jup,3.95,0.0263,NL2,Astrocyte
Sos2,1.26,0.539,NL2,Astrocyte
Nfia,2.03,0.0772,NL2,Astrocyte
Epha4,2.93,0.031,NL2,Astrocyte
Mark3,3.07,0.00714,NL2,Astrocyte
Enah,-2.15,0.00512,NL2,Astrocyte
Atp5f1a,4.18,0.0137,NL2,Astrocyte
